"エリア番号","エリア","地域番号","地域","番号","名前","カラー区分","ファイル名","フォルダ名"
"09","沖縄","02","石垣島","04","シーサー","ピンク","09_沖縄_02_石垣島_04_シーサー_ピンク.jpg","09okinawa"
"09","沖縄","02","石垣島","05","シーサー","ブルー","09_沖縄_02_石垣島_05_シーサー_ブルー.jpg","09okinawa"
"09","沖縄","02","石垣島","06","島とうがらし","","09_沖縄_02_石垣島_06_島とうがらし.jpg","09okinawa"
"09","沖縄","03","宮古島","01","うずまきパン","総柄","09_沖縄_03_宮古島_01_うずまきパン_総柄.jpg","09okinawa"
"09","沖縄","03","宮古島","02","お魚","総柄","09_沖縄_03_宮古島_02_お魚_総柄.jpg","09okinawa"
"09","沖縄","03","宮古島","03","伊良部大橋","","09_沖縄_03_宮古島_03_伊良部大橋.jpg","09okinawa"
"09","沖縄","03","宮古島","04","さんご","総柄_L","09_沖縄_03_宮古島_04_さんご_総柄_L.jpg","09okinawa"
"09","沖縄","03","宮古島","05","んみゃーち","","09_沖縄_03_宮古島_05_んみゃーち.jpg","09okinawa"
"09","沖縄","03","宮古島","06","マンゴー","","09_沖縄_03_宮古島_06_マンゴー.jpg","09okinawa"
"09","沖縄","03","宮古島","07","ヤギ","","09_沖縄_03_宮古島_07_ヤギ.jpg","09okinawa"
"09","沖縄","03","宮古島","08","パーントゥ","","09_沖縄_03_宮古島_08_パーントゥ.jpg","09okinawa"
"09","沖縄","04","八重山","01","イリオモテヤマネコ","","09_沖縄_04_八重山_01_イリオモテヤマネコ.jpg","09okinawa"
"09","沖縄","04","八重山","02","ミンサー柄","エメラルドグリーン","09_沖縄_04_八重山_02_ミンサー柄_エメラルドグリーン.jpg","09okinawa"
"09","沖縄","04","八重山","03","ミンサー柄","ピンク","09_沖縄_04_八重山_03_ミンサー柄_ピンク.jpg","09okinawa"
"10","スポーツ","01","スポーツ","01","テニス部","","10_スポーツ_01_スポーツ_01_テニス部.jpg","10sports"
"10","スポーツ","01","スポーツ","02","ラグビー部","","10_スポーツ_01_スポーツ_02_ラグビー部.jpg","10sports"
"10","スポーツ","01","スポーツ","03","バレー部","","10_スポーツ_01_スポーツ_03_バレー部.jpg","10sports"
"10","スポーツ","01","スポーツ","04","バスケ部","","10_スポーツ_01_スポーツ_04_バスケ部.jpg","10sports"
"10","スポーツ","01","スポーツ","05","サッカー部","","10_スポーツ_01_スポーツ_05_サッカー部.jpg","10sports"
"10","スポーツ","01","スポーツ","06","野球部","","10_スポーツ_01_スポーツ_06_野球部.jpg","10sports"
"11","水族館","01","水族館","01","イルカ","","11_水族館_01_水族館_01_イルカ.jpg","11suizokukan"
"11","水族館","01","水族館","02","アザラシ","","11_水族館_01_水族館_02_アザラシ.jpg","11suizokukan"
"11","水族館","01","水族館","03","ペンギン","","11_水族館_01_水族館_03_ペンギン.jpg","11suizokukan"
"11","水族館","01","水族館","04","ニシキアナゴ","","11_水族館_01_水族館_04_ニシキアナゴ.jpg","11suizokukan"
"11","水族館","01","水族館","05","イルカ2","","11_水族館_01_水族館_05_イルカ2.jpg","11suizokukan"
"11","水族館","01","水族館","06","カワウソ2","","11_水族館_01_水族館_06_カワウソ2.jpg","11suizokukan"
"11","水族館","01","水族館","07","ペンギン2","","11_水族館_01_水族館_07_ペンギン2.jpg","11suizokukan"
"11","水族館","01","水族館","08","アザラシ2","","11_水族館_01_水族館_08_アザラシ2.jpg","11suizokukan"
"11","水族館","01","水族館","09","ギンブナ2","","11_水族館_01_水族館_09_ギンブナ2.jpg","11suizokukan"
"11","水族館","01","水族館","10","クラゲ2","","11_水族館_01_水族館_10_クラゲ2.jpg","11suizokukan"
"11","水族館","01","水族館","11","ジンベエザメ2","","11_水族館_01_水族館_11_ジンベエザメ2.jpg","11suizokukan"
"11","水族館","01","水族館","12","シロワニ2","","11_水族館_01_水族館_12_シロワニ2.jpg","11suizokukan"
"11","水族館","01","水族館","13","アカクラゲ2","","11_水族館_01_水族館_13_アカクラゲ2.jpg","11suizokukan"
"11","水族館","01","水族館","14","ラッコ2","","11_水族館_01_水族館_14_ラッコ2.jpg","11suizokukan"
"12","季節","01","春","01","さくら","","12_季節_01_春_01_さくら.jpg","12kisetsu"
"12","季節","01","春","02","さくら","総柄","12_季節_01_春_02_さくら_総柄.jpg","12kisetsu"
"12","季節","02","夏","01","かき氷","","12_季節_02_夏_01_かき氷.jpg","12kisetsu"
"12","季節","02","夏","02","お祭","","12_季節_02_夏_02_お祭.jpg","12kisetsu"
"12","季節","02","夏","03","花火","総柄","12_季節_02_夏_03_花火_総柄.jpg","12kisetsu"
"12","季節","02","夏","04","ひまわり","総柄","12_季節_02_夏_04_ひまわり_総柄.jpg","12kisetsu"
"12","季節","03","ウィンター","01","雪だるま","","12_季節_03_ウィンター_01_雪だるま.jpg","12kisetsu"
"12","季節","03","ウィンター","02","雪","","12_季節_03_ウィンター_02_雪.jpg","12kisetsu"
"12","季節","03","ウィンター","03","雪だるま2","","12_季節_03_ウィンター_03_雪だるま2.jpg","12kisetsu"
"12","季節","03","ウィンター","04","ニット帽","","12_季節_03_ウィンター_04_ニット帽.jpg","12kisetsu"
"12","季節","03","ウィンター","05","ノルディック","","12_季節_03_ウィンター_05_ノルディック.jpg","12kisetsu"
"12","季節","03","ウィンター","06","雪うさぎ","","12_季節_03_ウィンター_06_雪うさぎ.jpg","12kisetsu"
"12","季節","03","ウィンター","07","雪だるま","総柄","12_季節_03_ウィンター_07_雪だるま_総柄.jpg","12kisetsu"
"12","季節","03","ウィンター","08","雪の妖精","","12_季節_03_ウィンター_08_雪の妖精.jpg","12kisetsu"
"12","季節","03","ウィンター","09","雪だるま3","","12_季節_03_ウィンター_09_雪だるま3.jpg","12kisetsu"
"12","季節","03","ウィンター","10","スノー","","12_季節_03_ウィンター_10_スノー.jpg","12kisetsu"
"12","季節","03","ウィンター","11","イヤーマフ","","12_季節_03_ウィンター_11_イヤーマフ.jpg","12kisetsu"
"12","季節","03","ウィンター","12","スノーマン","","12_季節_03_ウィンター_12_スノーマン.jpg","12kisetsu"
"12","季節","03","ウィンター","13","トナカイ","","12_季節_03_ウィンター_13_トナカイ.jpg","12kisetsu"
"12","季節","03","ウィンター","14","マフラー","","12_季節_03_ウィンター_14_マフラー.jpg","12kisetsu"
"12","季節","03","ウィンター","15","雪の結晶","","12_季節_03_ウィンター_15_雪の結晶.jpg","12kisetsu"
"12","季節","04","その他","01","ピンク","","12_季節_04_その他_01_ピンク.jpg","12kisetsu"
"12","季節","04","その他","02","ブルー","","12_季節_04_その他_02_ブルー.jpg","12kisetsu"
"12","季節","04","その他","03","無事カエル","総柄","12_季節_04_その他_03_無事カエル_総柄.jpg","12kisetsu"
"12","季節","04","その他","04","無事カエル","","12_季節_04_その他_04_無事カエル.jpg","12kisetsu"
